#level_choices WIDTH = 1536 HEIGHT = 864
Objective,452,288,119,100,1,1
Objective,708,288,119,100,2,1
Objective,964,288,119,100,3,1
Objective,1407,10,119,100,1,0
Objective,10,10,100,100,2,0
Objective,1426,10,100,100,3,0
#Barriers WIDTH = 1536 HEIGHT = 864
Barrier,0,0,10,864,1,A
Barrier,1526,0,10,864,1,D
Barrier,0,0,1536,10,1,W                                 
Barrier,0,854,1536,10,1,S
Barrier,1404,692,3,16,1,A
Barrier,0,700,1405,10,1,W
Barrier,0,690,1405,10,1,S
Barrier,1387,0,20,588,1,A
Barrier,0,580,1405,10,1,W
Barrier,0,570,1405,10,1,S
#2nd level barriers
Barrier,0,0,10,864,2,A
Barrier,1526,0,10,864,2,D
Barrier,0,0,1536,10,2,W
Barrier,0,854,1536,10,2,S
Barrier,1421,0,10,382,2,A
Barrier,1411,0,10,382,2,D
Barrier,1413,382,16,2,2,W
Barrier,1421,482,10,384,2,A
Barrier,1411,482,10,384,2,D
Barrier,1413,480,16,2,2,S
Barrier,110,230,10,522,2,D
Barrier,120,230,10,522,2,A
Barrier,112,228,16,4,2,S
Barrier,112,734,1199,10,2,S
Barrier,112,744,1199,10,2,W
Barrier,1309,736,4,16,2,A
Barrier,230,110,1081,10,2,S
Barrier,230,120,1081,10,2,W
Barrier,228,112,4,16,2,D
Barrier,1309,112,4,16,2,A
#3rd level barriers
Barrier,0,0,10,864,2,A
Barrier,1526,0,10,864,2,D
Barrier,0,0,1536,10,2,W
Barrier,0,854,1536,10,2,S
#checkpoints list
Checkpoint,800,590,75,100,1,1
Checkpoint,875,590,75,100,1,2
Checkpoint,1311,382,100,100,2,2
#gates list WIDTH = 1536 HEIGHT = 864
Gate,1406,550,121,20,1,2,W,0
#gates2
Gate,1413,382,18,100,2,1,A,0
Gate,1411,382,18,100,2,1,D,0
Gate,1311,110,100,10,2,-1,S,0
Gate,1311,120,100,10,2,-1,W,0
Gate,1311,734,100,10,2,-1,S,0
Gate,1311,744,100,10,2,-1,W,0
Gate,110,10,20,118,2,3,A,0
Gate,10,110,118,20,2,3,W,0
#keys list
Key,50,629,24,24,1,2,0
#keys2
Key,1466,814,24,24,2,1,0
Key,1349,43,24,24,2,-1,0
Key,1349,797,24,24,2,-1,0
Key,1266,797,24,24,2,3,0
Key,1266,43,24,24,2,3,0
Key,160,43,24,24,2,3,0
Key,43,160,24,24,2,3,0
Key,1236,358,24,24,2,3,0
Key,1161,482,24,24,2,3,0
Key,1086,358,24,24,2,3,0
Key,1011,482,24,24,2,3,0
Key,936,358,24,24,2,3,0
Key,861,482,24,24,2,3,0
Key,786,358,24,24,2,3,0
Key,711,482,24,24,2,3,0
Key,636,358,24,24,2,3,0
Key,561,482,24,24,2,3,0
Key,486,358,24,24,2,3,0
Key,411,482,24,24,2,3,0
Key,336,358,24,24,2,3,0
Key,261,482,24,24,2,3,0
#enemies1 list
Enemy,200,750,24,24,1,0,3
Enemy,400,750,24,24,1,0,3
Enemy,600,750,24,24,1,0,3
Enemy,800,750,24,24,1,0,3
Enemy,1000,750,24,24,1,0,3
Enemy,1200,750,24,24,1,0,3
Enemy,1350,650,24,24,1,0,0
Enemy,1350,650,24,24,1,0,0
Enemy,1250,650,24,24,1,0,0
Enemy,1150,650,24,24,1,0,0
Enemy,1050,650,24,24,1,0,0
Enemy,652,602,24,24,1,0,0
Enemy,552,602,24,24,1,0,0
Enemy,452,602,24,24,1,0,0
Enemy,352,602,24,24,1,0,0
#enemies2 list WIDTH = 1536 HEIGHT = 864
#first passage way
Enemy,1431,358,24,24,2,1,-1
Enemy,1431,286,24,24,2,1,1
Enemy,1503,186,24,24,2,-1,1
Enemy,1503,258,24,24,2,-1,-1
Enemy,1431,558,24,24,2,1,-1
Enemy,1431,486,24,24,2,1,1
Enemy,1503,386,24,24,2,-1,1
Enemy,1503,458,24,24,2,-1,-1
Enemy,1431,758,24,24,2,1,-1
Enemy,1431,686,24,24,2,1,1
Enemy,1503,586,24,24,2,-1,1
Enemy,1503,658,24,24,2,-1,-1
#Enemy,1385,358,24,24,2,5,0
#Enemy,1311,358,24,24,2,5,0
#Enemy,1237,358,24,24,2,5,0
#Enemy,1163,358,24,24,2,5,0
#Enemy,1089,358,24,24,2,5,0
#Enemy,1385,482,24,24,2,5,0
#Enemy,1311,482,24,24,2,5,0
#Enemy,1237,482,24,24,2,5,0
#Enemy,1163,482,24,24,2,5,0
#Enemy,1089,482,24,24,2,5,0
#big center room
Enemy,1236,358,75,24,2,0,5
Enemy,1161,482,75,24,2,0,-5
Enemy,1086,358,75,24,2,0,5
Enemy,1011,482,75,24,2,0,-5
Enemy,936,358,75,24,2,0,5
Enemy,861,482,75,24,2,0,-5
Enemy,786,358,75,24,2,0,5
Enemy,711,482,75,24,2,0,-5
Enemy,636,358,75,24,2,0,5
Enemy,561,482,75,24,2,0,-5
Enemy,486,358,75,24,2,0,5
Enemy,411,482,75,24,2,0,-5
Enemy,336,358,75,24,2,0,5
Enemy,261,482,75,24,2,0,-5
#left side corridor
Enemy,11,231,24,24,2,-2,3
Enemy,85,231,24,24,2,2,-3
#bottom corridor
Enemy,111,754,24,50,2,5,0
Enemy,1165,804,24,50,2,-5,0
#top corridor
Enemy,231,10,24,50,2,5,0
Enemy,1165,60,24,50,2,-5,0
